#,Fecha,Franja Horaria,Tipo,Latitud,Longitud,Barrio,Comuna
112654,2021-05-31,9,Robo,-34.559024,-58.444174,BELGRANO,COMUNA 13
112655,2021-05-31,14,Hurto,-34.562037,-58.456695,BELGRANO,COMUNA 13
112684,2021-05-31,20,Robo,-34.553742,-58.45541,BELGRANO,COMUNA 13
112706,2021-05-31,10,Robo,-34.560051,-58.458043,BELGRANO,COMUNA 13
116075,2021-05-31,13,Robo,-34.583331,-58.452768,CHACARITA,COMUNA 15
116077,2021-05-31,18,Hurto,-34.592004,-58.447412,CHACARITA,COMUNA 15
116078,2021-05-31,22,Robo,-34.581555,-58.453189,CHACARITA,COMUNA 15
116081,2021-05-31,22,Robo,-34.591203,-58.466252,PATERNAL,COMUNA 15
117076,2021-05-31,7,Robo,-34.595988,-58.409852,RECOLETA,COMUNA 2
117077,2021-05-31,13,Robo,-34.597291,-58.394002,RECOLETA,COMUNA 2
117078,2021-05-31,17,Robo,-34.595601,-58.39339,RECOLETA,COMUNA 2
117083,2021-05-31,15,Hurto,-34.598702,-58.395885,RECOLETA,COMUNA 2
117085,2021-05-31,23,Robo,-34.59975,-58.394245,BALVANERA,COMUNA 3
118389,2021-05-31,9,Hurto,-34.619677,-58.394458,SAN CRISTOBAL,COMUNA 3
118390,2021-05-31,6,Hurto,-34.622105,-58.400147,SAN CRISTOBAL,COMUNA 3
118425,2021-05-31,19,Robo,-34.619431,-58.406392,BALVANERA,COMUNA 3
119959,2021-05-31,13,Hurto,-34.650775,-58.411346,NUEVA POMPEYA,COMUNA 4
119960,2021-05-31,16,Robo,-34.654163,-58.411851,NUEVA POMPEYA,COMUNA 4
119961,2021-05-31,19,Robo,-34.645945,-58.417341,NUEVA POMPEYA,COMUNA 4
119966,2021-05-31,18,Robo,-34.646348,-58.416174,NUEVA POMPEYA,COMUNA 4
121148,2021-05-31,9,Robo,-34.632181,-58.370341,BOCA,COMUNA 4
121149,2021-05-31,19,Robo,-34.638773,-58.366348,BOCA,COMUNA 4
121188,2021-05-31,12,Robo,-34.628965,-58.36552,BOCA,COMUNA 4
124211,2021-05-31,8,Robo,-34.627091,-58.443285,CABALLITO,COMUNA 6
124212,2021-05-31,12,Robo,-34.627348,-58.428695,PARQUE CHACABUCO,COMUNA 7
124216,2021-05-31,20,Robo,-34.621857,-58.483083,VILLA SANTA RITA,COMUNA 11
125386,2021-05-31,10,Hurto,-34.613607,-58.423333,ALMAGRO,COMUNA 5
126593,2021-05-31,9,Hurto,-34.615599,-58.463762,FLORES,COMUNA 7
