#,Fecha,Franja Horaria,Tipo,Latitud,Longitud,Barrio,Comuna
252775,2019-07-31,19,Hurto automotor,-34.632451,-58.399253,PARQUE PATRICIOS,COMUNA 4
252986,2019-07-31,11,Hurto,-34.632562,-58.410035,PARQUE PATRICIOS,COMUNA 4
253658,2019-07-31,17,Robo,-34.627023,-58.418493,BOEDO,COMUNA 5
254244,2019-07-31,13,Hurto,-34.62305,-58.412661,BOEDO,COMUNA 5
254968,2019-07-31,18,Robo,-34.629736,-58.422689,BOEDO,COMUNA 5
255159,2019-07-31,15,Hurto,-34.626823,-58.425565,BOEDO,COMUNA 5
255596,2019-07-31,0,Robo,-34.659576,-58.442772,VILLA SOLDATI,COMUNA 8
256234,2019-07-31,21,Hurto,-34.656939,-58.451659,VILLA SOLDATI,COMUNA 8
256324,2019-07-31,18,Robo,-34.672202,-58.458324,VILLA SOLDATI,COMUNA 8
257239,2019-07-31,12,Hurto,-34.662064,-58.439645,VILLA SOLDATI,COMUNA 8
257767,2019-07-31,17,Robo,-34.665259,-58.470861,VILLA LUGANO,COMUNA 8
258383,2019-07-31,7,Robo,-34.677456,-58.472118,VILLA LUGANO,COMUNA 8
258984,2019-07-31,10,Hurto,-34.672132,-58.479093,VILLA LUGANO,COMUNA 8
259455,2019-07-31,15,Robo,-34.679151,-58.476019,VILLA LUGANO,COMUNA 8
259840,2019-07-31,7,Robo,-34.672374,-58.466713,VILLA LUGANO,COMUNA 8
260249,2019-07-31,14,Robo,-34.687574,-58.477416,VILLA RIACHUELO,COMUNA 8
260276,2019-07-31,23,Robo,-34.688674,-58.478635,VILLA RIACHUELO,COMUNA 8
260336,2019-07-31,7,Hurto,-34.685115,-58.462397,VILLA LUGANO,COMUNA 8
260497,2019-07-31,9,Robo,-34.681826,-58.465854,VILLA LUGANO,COMUNA 8
261335,2019-07-31,17,Robo,-34.572149,-58.412469,PALERMO,COMUNA 14
262809,2019-07-31,19,Robo,-34.572149,-58.412469,PALERMO,COMUNA 14
263478,2019-07-31,18,Robo,-34.626298,-58.513099,VILLA LURO,COMUNA 10
263911,2019-07-31,20,Robo,-34.619853,-58.520857,VILLA REAL,COMUNA 10
264032,2019-07-31,15,Robo,-34.626008,-58.518518,MONTE CASTRO,COMUNA 10
264210,2019-07-31,9,Robo,-34.628911,-58.52639,VERSALLES,COMUNA 10
264235,2019-07-31,10,Robo,-34.632006,-58.526681,VERSALLES,COMUNA 10
265785,2019-07-31,23,Robo,-34.601371,-58.412481,BALVANERA,COMUNA 3
266145,2019-07-31,18,Robo,-34.600793,-58.405637,BALVANERA,COMUNA 3
266324,2019-07-31,15,Robo,-34.615314,-58.40956,BALVANERA,COMUNA 3
266504,2019-07-31,18,Robo,-34.605158,-58.411929,BALVANERA,COMUNA 3
266742,2019-07-31,21,Robo,-34.616885,-58.406878,BALVANERA,COMUNA 3
267145,2019-07-31,10,Hurto,-34.604489,-58.405453,BALVANERA,COMUNA 3
267551,2019-07-31,15,Hurto,-34.610045,-58.406066,BALVANERA,COMUNA 3
267591,2019-07-31,14,Robo,-34.610045,-58.406066,BALVANERA,COMUNA 3
268047,2019-07-31,15,Hurto,-34.608935,-58.406133,BALVANERA,COMUNA 3
268920,2019-07-31,9,Hurto,-34.609816,-58.40671,BALVANERA,COMUNA 3
268948,2019-07-31,12,Hurto,-34.60784,-58.40622,BALVANERA,COMUNA 3
269321,2019-07-31,22,Robo,-34.601905,-58.411145,BALVANERA,COMUNA 3
269368,2019-07-31,13,Robo,-34.600996,-58.411034,BALVANERA,COMUNA 3
269525,2019-07-31,22,Hurto,-34.619152,-58.40504,BALVANERA,COMUNA 3
269575,2019-07-31,13,Robo,-34.626755,-58.39877,SAN CRISTOBAL,COMUNA 3
270774,2019-07-31,12,Hurto,-34.624665,-58.401162,SAN CRISTOBAL,COMUNA 3
271016,2019-07-31,14,Hurto,-34.621691,-58.394469,SAN CRISTOBAL,COMUNA 3
271232,2019-07-31,11,Robo,-34.622239,-58.406144,SAN CRISTOBAL,COMUNA 3
271387,2019-07-31,21,Robo,-34.610417,-58.394784,BALVANERA,COMUNA 3
272096,2019-07-31,10,Robo,-34.616034,-58.395985,BALVANERA,COMUNA 3
272436,2019-07-31,16,Hurto,-34.604579,-58.398225,BALVANERA,COMUNA 3
272572,2019-07-31,15,Robo,-34.612887,-58.391916,BALVANERA,COMUNA 3
273368,2019-07-31,8,Hurto,-34.602629,-58.403653,BALVANERA,COMUNA 3
273377,2019-07-31,15,Hurto,-34.604726,-58.399755,BALVANERA,COMUNA 3
273526,2019-07-31,18,Hurto,-34.605761,-58.400805,BALVANERA,COMUNA 3
273897,2019-07-31,19,Robo,-34.608057,-58.393468,BALVANERA,COMUNA 3
274432,2019-07-31,0,Robo,-34.625226,-58.391335,SAN CRISTOBAL,COMUNA 3
274939,2019-07-31,1,Robo,-34.626103,-58.384686,CONSTITUCION,COMUNA 1
275697,2019-07-31,17,Robo,-34.630858,-58.38267,CONSTITUCION,COMUNA 1
276259,2019-07-31,15,Robo,-34.619803,-58.384352,CONSTITUCION,COMUNA 1
276476,2019-07-31,22,Robo,-34.623812,-58.381453,CONSTITUCION,COMUNA 1
276559,2019-07-31,18,Hurto,-34.622159,-58.381413,CONSTITUCION,COMUNA 1
276611,2019-07-31,8,Robo,-34.622312,-58.384398,CONSTITUCION,COMUNA 1
276638,2019-07-31,6,Robo,-34.625988,-58.382884,CONSTITUCION,COMUNA 1
277107,2019-07-31,22,Robo,-34.6196,-58.38892,CONSTITUCION,COMUNA 1
277350,2019-07-31,15,Robo,-34.616372,-58.35685,PUERTO MADERO,COMUNA 1
277526,2019-07-31,7,Hurto,-34.616119,-58.369551,SAN TELMO,COMUNA 1
277769,2019-07-31,16,Hurto,-34.616935,-58.378851,MONSERRAT,COMUNA 1
278452,2019-07-31,20,Robo,-34.617732,-58.369842,SAN TELMO,COMUNA 1
279321,2019-07-31,2,Robo,-34.618521,-58.378735,CONSTITUCION,COMUNA 1
279350,2019-07-31,8,Robo,-34.621915,-58.379925,CONSTITUCION,COMUNA 1
279370,2019-07-31,10,Hurto,-34.622135,-58.380012,CONSTITUCION,COMUNA 1
279431,2019-07-31,20,Robo,-34.626477,-58.369333,SAN TELMO,COMUNA 1
279939,2019-07-31,19,Robo,-34.594178,-58.3816,RETIRO,COMUNA 1
280042,2019-07-31,12,Robo,-34.583319,-58.382439,RETIRO,COMUNA 1
280225,2019-07-31,16,Robo automotor,-34.590249,-58.373012,RETIRO,COMUNA 1
280345,2019-07-31,14,Robo,-34.584277,-58.375532,RETIRO,COMUNA 1
280492,2019-07-31,10,Robo,-34.584995,-58.372173,RETIRO,COMUNA 1
281008,2019-07-31,19,Robo,-34.582191,-58.380853,RETIRO,COMUNA 1
281555,2019-07-31,12,Hurto,-34.583992,-58.369006,RETIRO,COMUNA 1
281698,2019-07-31,13,Hurto,-34.582191,-58.380853,RETIRO,COMUNA 1
282200,2019-07-31,14,Hurto,-34.599159,-58.384036,RETIRO,COMUNA 1
282490,2019-07-31,12,Hurto,-34.591267,-58.374411,RETIRO,COMUNA 1
282539,2019-07-31,17,Hurto,-34.591255,-58.374101,RETIRO,COMUNA 1
282596,2019-07-31,14,Robo,-34.589624,-58.383562,RETIRO,COMUNA 1
282920,2019-07-31,8,Robo,-34.591973,-58.374709,RETIRO,COMUNA 1
283071,2019-07-31,22,Hurto,-34.597447,-58.374148,RETIRO,COMUNA 1
284453,2019-07-31,18,Hurto,-34.643641,-58.360123,BOCA,COMUNA 4
284609,2019-07-31,11,Hurto,-34.636469,-58.36438,BOCA,COMUNA 4
284660,2019-07-31,23,Hurto,-34.637823,-58.366439,BOCA,COMUNA 4
286206,2019-07-31,20,Robo,-34.640902,-58.371858,BARRACAS,COMUNA 4
286273,2019-07-31,9,Robo,-34.647418,-58.372963,BARRACAS,COMUNA 4
286430,2019-07-31,17,Robo,-34.644188,-58.376994,BARRACAS,COMUNA 4
286520,2019-07-31,19,Robo,-34.649379,-58.373255,BARRACAS,COMUNA 4
