#,Fecha,Franja Horaria,Tipo,Latitud,Longitud,Barrio,Comuna
5680,2022-02-28,22,Robo,-34.662364,-58.453162,VILLA SOLDATI,COMUNA 8
5682,2022-02-28,5,Robo,-34.65646443,-58.43733943,VILLA SOLDATI,COMUNA 8
5699,2022-02-28,0,Hurto,-34.641097,-58.487594,VELEZ SARSFIELD,COMUNA 10
5725,2022-02-28,23,Robo,-34.576975,-58.451491,COLEGIALES,COMUNA 13
5802,2022-02-28,0,Robo,,,,
5815,2022-02-28,2,Robo,-34.644466,-58.446099,FLORES,COMUNA 7
5823,2022-02-28,0,Robo,-34.586168,-58.431839,PALERMO,COMUNA 14
5825,2022-02-28,23,Hurto,-34.603991,-58.386529,SAN NICOLAS,COMUNA 1
5855,2022-02-28,2,Robo,-34.618194,-58.367292,SAN TELMO,COMUNA 1
5856,2022-02-28,3,Hurto,-34.633757,-58.38877,CONSTITUCION,COMUNA 1
5857,2022-02-28,0,Robo,-34.624984,-58.393541,SAN CRISTOBAL,COMUNA 3
5858,2022-02-28,23,Robo,-34.62180657,-58.37090145,SAN TELMO,COMUNA 1
5892,2022-02-28,0,Robo,-34.601358,-58.409319,BALVANERA,COMUNA 3
5919,2022-02-28,1,Robo,-34.570266,-58.423442,PALERMO,COMUNA 14
5947,2022-02-28,23,Hurto,-34.583065,-58.448392,CHACARITA,COMUNA 15
5954,2022-02-28,22,Robo,-34.624292,-58.407049,SAN CRISTOBAL,COMUNA 3
5957,2022-02-28,2,Robo,-34.65487,-58.432014,NUEVA POMPEYA,COMUNA 4
5958,2022-02-28,23,Hurto automotor,-34.635869,-58.420671,BOEDO,COMUNA 5
5961,2022-02-28,22,Robo,-34.654133,-58.413838,NUEVA POMPEYA,COMUNA 4
5962,2022-02-28,23,Robo,-34.647026,-58.415342,NUEVA POMPEYA,COMUNA 4
5978,2022-02-28,1,Robo,-34.618299,-58.43646,CABALLITO,COMUNA 6
5979,2022-02-28,1,Hurto automotor,-34.623959,-58.429965,CABALLITO,COMUNA 6
5986,2022-02-28,0,Robo,-34.634622,-58.43571,PARQUE CHACABUCO,COMUNA 7
5989,2022-02-28,22,Robo,-34.638245,-58.525845,LINIERS,COMUNA 9
6029,2022-02-28,23,Robo,-34.56283717,-58.45308273,BELGRANO,COMUNA 13
6042,2022-02-28,5,Robo,-34.569349,-58.400133,PALERMO,COMUNA 14
6075,2022-02-28,0,Robo,-34.646424,-58.419135,NUEVA POMPEYA,COMUNA 4
6077,2022-02-28,0,Robo,-34.584186,-58.377661,RETIRO,COMUNA 1
6080,2022-02-28,2,Robo,-34.630973,-58.495346,VELEZ SARSFIELD,COMUNA 10
11586,2022-02-28,1,Hurto automotor,-34.588172,-58.434826,PALERMO,COMUNA 14
11833,2022-02-28,15,Robo,-34.619727,-58.439479,CABALLITO,COMUNA 6
13479,2022-02-28,13,Robo,-34.609166,-58.375014,MONSERRAT,COMUNA 1
13485,2022-02-28,12,Hurto,-34.61035999,-58.40922942,BALVANERA,COMUNA 3
13490,2022-02-28,7,Robo,-34.624755,-58.371122,SAN TELMO,COMUNA 1
13493,2022-02-28,12,Hurto,-34.604672,-58.375109,SAN NICOLAS,COMUNA 1
13502,2022-02-28,10,Hurto,-34.632105,-58.398054,PARQUE PATRICIOS,COMUNA 4
13521,2022-02-28,10,Hurto,-34.582564,-58.420511,PALERMO,COMUNA 14
14384,2022-02-28,16,Robo,-34.563928,-58.455066,BELGRANO,COMUNA 13
16802,2022-02-28,14,Hurto,-34.570823,-58.424079,PALERMO,COMUNA 14
16810,2022-02-28,18,Robo,-34.560074,-58.458529,BELGRANO,COMUNA 13
16815,2022-02-28,19,Hurto,-34.569329,-58.426405,PALERMO,COMUNA 14
16820,2022-02-28,16,Hurto,-34.619524,-58.37234,SAN TELMO,COMUNA 1
16883,2022-02-28,18,Hurto,-34.56131,-58.453042,BELGRANO,COMUNA 13
16889,2022-02-28,17,Hurto,-34.593305,-58.432986,VILLA CRESPO,COMUNA 15
18872,2022-02-28,23,Hurto,-34.647904,-58.428795,NUEVA POMPEYA,COMUNA 4
18920,2022-02-28,22,Robo,-34.570539,-58.398008,PALERMO,COMUNA 14
18925,2022-02-28,1,Hurto,-34.569967,-58.420206,PALERMO,COMUNA 14
19996,2022-02-28,17,Hurto,-34.593876,-58.434172,VILLA CRESPO,COMUNA 15
20234,2022-02-28,0,Hurto,-34.681396,-58.489525,VILLA LUGANO,COMUNA 8
21433,2022-02-28,7,Robo,-34.639621,-58.500493,VILLA LURO,COMUNA 10
21444,2022-02-28,6,Robo,-34.634242,-58.36311,BOCA,COMUNA 4
21445,2022-02-28,10,Robo,-34.63338093,-58.36862577,BOCA,COMUNA 4
21447,2022-02-28,10,Robo,-34.59738033,-58.49811778,VILLA DEVOTO,COMUNA 11
21468,2022-02-28,6,Robo,-34.599034,-58.4289,ALMAGRO,COMUNA 5
21471,2022-02-28,13,Hurto,-34.595322,-58.421136,PALERMO,COMUNA 14
21491,2022-02-28,9,Hurto,-34.603368,-58.449294,VILLA CRESPO,COMUNA 15
23243,2022-02-28,19,Robo,-34.554917,-58.477339,SAAVEDRA,COMUNA 12
