#,Fecha,Franja Horaria,Tipo,Latitud,Longitud,Barrio,Comuna
3351,2022-12-31,1,Hurto,-34.617661,-58.427295,ALMAGRO,COMUNA 5
4440,2022-12-31,5,Hurto,-34.601001,-58.429953,ALMAGRO,COMUNA 5
6196,2022-12-31,22,Robo,-34.661433,-58.452071,VILLA SOLDATI,COMUNA 8
6197,2022-12-31,23,Hurto,-34.667074,-58.44118,VILLA SOLDATI,COMUNA 8
7232,2022-12-31,0,Hurto,-34.572278,-58.452318,COLEGIALES,COMUNA 13
7235,2022-12-31,0,Hurto,-34.569209,-58.44329,PALERMO,COMUNA 14
7273,2022-12-31,3,Robo,-34.59010086,-58.37321309,RETIRO,COMUNA 1
7312,2022-12-31,0,Robo,-34.605097,-58.409269,BALVANERA,COMUNA 3
7318,2022-12-31,0,Robo,-34.61079,-58.4393,CABALLITO,COMUNA 6
7328,2022-12-31,22,Robo automotor,-34.64814,-58.436445,FLORES,COMUNA 7
7500,2022-12-31,1,Hurto,-34.600471,-58.416249,ALMAGRO,COMUNA 5
7665,2022-12-31,4,Robo,-34.650976,-58.444618,VILLA SOLDATI,COMUNA 8
7902,2022-12-31,5,Robo,-34.604184,-58.475662,VILLA DEL PARQUE,COMUNA 11
8142,2022-12-31,0,Hurto,-34.614575,-58.366864,MONSERRAT,COMUNA 1
8143,2022-12-31,1,Robo,-34.617611,-58.380283,MONSERRAT,COMUNA 1
8607,2022-12-31,0,Robo,-34.600242,-58.412284,ALMAGRO,COMUNA 5
8609,2022-12-31,23,Robo,-34.607417,-58.410306,BALVANERA,COMUNA 3
8610,2022-12-31,5,Robo,-34.611891,-58.410239,BALVANERA,COMUNA 3
8611,2022-12-31,23,Robo,-34.608763,-58.404676,BALVANERA,COMUNA 3
9049,2022-12-31,4,Robo,-34.596532,-58.418325,PALERMO,COMUNA 14
9050,2022-12-31,5,Robo,-34.5886,-58.421508,PALERMO,COMUNA 14
9199,2022-12-31,1,Hurto automotor,-34.592863,-58.409189,RECOLETA,COMUNA 2
9281,2022-12-31,22,Hurto,-34.618099,-58.39225,BALVANERA,COMUNA 3
9282,2022-12-31,3,Robo automotor,-34.624645,-58.3991,SAN CRISTOBAL,COMUNA 3
9283,2022-12-31,0,Hurto,-34.62372424,-58.40898151,SAN CRISTOBAL,COMUNA 3
9395,2022-12-31,0,Robo,-34.652015,-58.416374,NUEVA POMPEYA,COMUNA 4
9819,2022-12-31,4,Hurto automotor,-34.674999,-58.495296,VILLA LUGANO,COMUNA 8
9869,2022-12-31,1,Robo,-34.65809644,-58.47946584,MATADEROS,COMUNA 9
9870,2022-12-31,1,Hurto,-34.66442081,-58.50823809,MATADEROS,COMUNA 9
9871,2022-12-31,1,Hurto,-34.650056,-58.493548,MATADEROS,COMUNA 9
9977,2022-12-31,3,Hurto,-34.610893,-58.490446,VILLA DEL PARQUE,COMUNA 11
9978,2022-12-31,18,Hurto,-34.62736,-58.426786,PARQUE CHACABUCO,COMUNA 7
9980,2022-12-31,22,Hurto,-34.604995,-58.462204,VILLA GRAL. MITRE,COMUNA 11
10156,2022-12-31,0,Hurto,-34.579776,-58.405572,PALERMO,COMUNA 14
10157,2022-12-31,3,Robo,-34.5768,-58.410945,PALERMO,COMUNA 14
10285,2022-12-31,2,Hurto,-34.597899,-58.426443,VILLA CRESPO,COMUNA 15
10382,2022-12-31,4,Robo,-34.615939,-58.370451,SAN TELMO,COMUNA 1
10665,2022-12-31,1,Hurto,-34.604537,-58.418221,ALMAGRO,COMUNA 5
10733,2022-12-31,2,Hurto,-34.619818,-58.383762,CONSTITUCION,COMUNA 1
10804,2022-12-31,1,Robo,-34.6492195,-58.48718588,PARQUE AVELLANEDA,COMUNA 9
13537,2022-12-31,7,Robo,-34.655452,-58.523086,LINIERS,COMUNA 9
13909,2022-12-31,6,Hurto,-34.607776,-58.371475,SAN NICOLAS,COMUNA 1
13939,2022-12-31,11,Hurto,-34.59198,-58.389678,RECOLETA,COMUNA 2
13940,2022-12-31,12,Hurto,-34.59585,-58.395569,RECOLETA,COMUNA 2
14027,2022-12-31,13,Hurto,-34.588472,-58.431654,PALERMO,COMUNA 14
14192,2022-12-31,7,Robo,-34.555947,-58.450219,BELGRANO,COMUNA 13
14215,2022-12-31,11,Hurto,-34.57874678,-58.4253455,PALERMO,COMUNA 14
14260,2022-12-31,13,Robo,-34.636076,-58.424727,PARQUE CHACABUCO,COMUNA 7
17044,2022-12-31,20,Hurto,-34.567788,-58.449553,COLEGIALES,COMUNA 13
17085,2022-12-31,15,Robo,-34.626347,-58.480669,FLORESTA,COMUNA 10
17214,2022-12-31,21,Robo,-34.656102,-58.476285,PARQUE AVELLANEDA,COMUNA 9
17439,2022-12-31,15,Hurto,-34.610254,-58.40674,BALVANERA,COMUNA 3
17446,2022-12-31,15,Robo,-34.630998,-58.398525,PARQUE PATRICIOS,COMUNA 4
17739,2022-12-31,14,Hurto,-34.59422566,-58.4390301,VILLA CRESPO,COMUNA 15
19395,2022-12-31,3,Hurto,-34.586432,-58.433328,PALERMO,COMUNA 14
19396,2022-12-31,1,Hurto,-34.603251,-58.380953,SAN NICOLAS,COMUNA 1
19603,2022-12-31,3,Hurto,-34.58639065,-58.43347431,PALERMO,COMUNA 14
19936,2022-12-31,5,Robo,-34.586528,-58.457388,CHACARITA,COMUNA 15
20581,2022-12-31,7,Robo,-34.571858,-58.448788,COLEGIALES,COMUNA 13
21176,2022-12-31,12,Hurto,-34.562015,-58.452383,BELGRANO,COMUNA 13
21540,2022-12-31,9,Hurto,-34.568161,-58.475751,VILLA URQUIZA,COMUNA 12
21730,2022-12-31,12,Robo,-34.617841,-58.387848,MONSERRAT,COMUNA 1
21890,2022-12-31,9,Robo,-34.647508,-58.410118,PARQUE PATRICIOS,COMUNA 4
21957,2022-12-31,10,Hurto,-34.55359818,-58.48145818,SAAVEDRA,COMUNA 12
21973,2022-12-31,11,Robo,-34.5779,-58.42312454,PALERMO,COMUNA 14
21990,2022-12-31,11,Hurto,-34.60014,-58.440392,VILLA CRESPO,COMUNA 15
23562,2022-12-31,21,Robo,-34.616168,-58.412733,BALVANERA,COMUNA 3
23627,2022-12-31,18,Robo,-34.646787,-58.405796,PARQUE PATRICIOS,COMUNA 4
24468,2022-12-31,0,Robo,-34.622441,-58.395443,SAN CRISTOBAL,COMUNA 3
24846,2022-12-31,0,Hurto,-34.573947,-58.489251,VILLA URQUIZA,COMUNA 12
24888,2022-12-31,0,Hurto,-34.627297,-58.491313,VELEZ SARSFIELD,COMUNA 10
24977,2022-12-31,2,Hurto,-34.600876,-58.425433,ALMAGRO,COMUNA 5
24978,2022-12-31,5,Hurto,-34.602826,-58.423594,ALMAGRO,COMUNA 5
25163,2022-12-31,3,Hurto,-34.62119,-58.380017,CONSTITUCION,COMUNA 1
25194,2022-12-31,4,Robo,-34.543395,-58.471343,NUÑEZ,COMUNA 13
25688,2022-12-31,8,Hurto,-34.622911,-58.377144,CONSTITUCION,COMUNA 1
27076,2022-12-31,12,Robo,-34.58820218,-58.37178806,RETIRO,COMUNA 1
29504,2022-12-31,3,Robo,-34.586546,-58.39825,RECOLETA,COMUNA 2
