#,Fecha,Franja Horaria,Tipo,Latitud,Longitud,Barrio,Comuna
521249,2018-11-30,19,Robo,-34.623463,-58.490022,FLORESTA,COMUNA 10
522416,2018-11-30,12,Robo,-34.627993,-58.477638,FLORESTA,COMUNA 10
523640,2018-11-30,9,Robo,-34.620029,-58.518121,VILLA REAL,COMUNA 10
524096,2018-11-30,15,Robo,-34.625883,-58.511134,VILLA LURO,COMUNA 10
525287,2018-11-30,13,Robo,-34.637033,-58.496554,VILLA LURO,COMUNA 10
527186,2018-11-30,5,Robo,-34.633412,-58.473995,FLORESTA,COMUNA 10
532622,2018-11-30,18,Robo,-34.618611,-58.518957,VILLA DEVOTO,COMUNA 11
534878,2018-11-30,13,Robo,-34.604997,-58.497671,VILLA DEL PARQUE,COMUNA 11
538727,2018-11-30,1,Robo,-34.585676,-58.497249,VILLA PUEYRREDON,COMUNA 12
540101,2018-11-30,19,Robo,-34.567847,-58.489045,VILLA URQUIZA,COMUNA 12
541769,2018-11-30,21,Robo,-34.570589,-58.479838,VILLA URQUIZA,COMUNA 12
547154,2018-11-30,12,Robo,-34.543003,-58.469787,NUÑEZ,COMUNA 13
548060,2018-11-30,0,Robo,-34.541613,-58.465635,NUÑEZ,COMUNA 13
549524,2018-11-30,14,Robo,-34.546286,-58.452126,NUÑEZ,COMUNA 13
549836,2018-11-30,23,Robo,-34.560873,-58.467362,BELGRANO,COMUNA 13
550937,2018-11-30,10,Robo,-34.568453,-58.460498,BELGRANO,COMUNA 13
551102,2018-11-30,14,Robo,-34.56817,-58.459837,BELGRANO,COMUNA 13
552143,2018-11-30,9,Robo,-34.565894,-58.454913,BELGRANO,COMUNA 13
554567,2018-11-30,20,Robo,-34.586168,-58.431839,PALERMO,COMUNA 14
558029,2018-11-30,11,Robo,-34.583921,-58.420416,PALERMO,COMUNA 14
558971,2018-11-30,11,Robo,-34.595553,-58.417628,PALERMO,COMUNA 14
562244,2018-11-30,3,Robo,-34.564872,-58.441068,PALERMO,COMUNA 14
567683,2018-11-30,15,Robo,-34.580763,-58.459171,CHACARITA,COMUNA 15
568715,2018-11-30,12,Robo,-34.594936,-58.452071,CHACARITA,COMUNA 15
573578,2018-11-30,12,Robo,-34.598138,-58.435281,VILLA CRESPO,COMUNA 15
574958,2018-11-30,22,Robo,-34.589277,-58.490636,AGRONOMIA,COMUNA 15
581078,2018-11-30,15,Robo,-34.588207,-58.371633,RETIRO,COMUNA 1
586694,2018-11-30,14,Robo,-34.619608,-58.391554,CONSTITUCION,COMUNA 1
589571,2018-11-30,7,Robo,-34.622241,-58.382968,CONSTITUCION,COMUNA 1
589799,2018-11-30,2,Robo,-34.625988,-58.382884,CONSTITUCION,COMUNA 1
590177,2018-11-30,22,Robo,-34.627859,-58.382817,CONSTITUCION,COMUNA 1
590747,2018-11-30,1,Robo,-34.626937,-58.382237,CONSTITUCION,COMUNA 1
591686,2018-11-30,1,Robo,-34.626368,-58.380189,CONSTITUCION,COMUNA 1
591689,2018-11-30,19,Robo,-34.626368,-58.380189,CONSTITUCION,COMUNA 1
591692,2018-11-30,6,Robo,-34.626368,-58.380189,CONSTITUCION,COMUNA 1
598490,2018-11-30,5,Robo,-34.617202,-58.371675,SAN TELMO,COMUNA 1
599741,2018-11-30,22,Robo,-34.614587,-58.367811,MONSERRAT,COMUNA 1
610277,2018-11-30,9,Robo,-34.604156,-58.411631,BALVANERA,COMUNA 3
610817,2018-11-30,17,Robo,-34.604014,-58.410752,BALVANERA,COMUNA 3
610856,2018-11-30,9,Robo,-34.603955,-58.410672,BALVANERA,COMUNA 3
611678,2018-11-30,7,Robo,-34.611469,-58.408803,BALVANERA,COMUNA 3
615089,2018-11-30,16,Robo,-34.605652,-58.403538,BALVANERA,COMUNA 3
617699,2018-11-30,18,Robo,-34.611508,-58.394826,BALVANERA,COMUNA 3
618011,2018-11-30,15,Robo,-34.604461,-58.393864,BALVANERA,COMUNA 3
621083,2018-11-30,18,Robo,-34.61669,-58.401929,BALVANERA,COMUNA 3
621278,2018-11-30,16,Robo,-34.617642,-58.401078,BALVANERA,COMUNA 3
621353,2018-11-30,11,Robo,-34.621527,-58.400647,SAN CRISTOBAL,COMUNA 3
623249,2018-11-30,23,Robo,-34.64782,-58.412289,NUEVA POMPEYA,COMUNA 4
625799,2018-11-30,20,Robo,-34.632747,-58.395621,PARQUE PATRICIOS,COMUNA 4
629885,2018-11-30,16,Robo,-34.650418,-58.405341,NUEVA POMPEYA,COMUNA 4
634559,2018-11-30,21,Robo,-34.651172,-58.389014,BARRACAS,COMUNA 4
635486,2018-11-30,15,Robo,-34.649784,-58.381366,BARRACAS,COMUNA 4
636062,2018-11-30,16,Robo,-34.652943,-58.378184,BARRACAS,COMUNA 4
