#,Fecha,Franja Horaria,Tipo,Latitud,Longitud,Barrio,Comuna
519227,2018-06-30,23,Robo,-34.615796,-58.510386,MONTE CASTRO,COMUNA 10
521912,2018-06-30,16,Robo,-34.63176,-58.483682,FLORESTA,COMUNA 10
522815,2018-06-30,3,Robo,-34.615883,-58.527661,VILLA REAL,COMUNA 10
522836,2018-06-30,2,Robo,-34.615739,-58.527361,VILLA REAL,COMUNA 10
525143,2018-06-30,6,Robo automotor,-34.644376,-58.499228,VILLA LURO,COMUNA 10
525932,2018-06-30,0,Robo,-34.639721,-58.48769,VELEZ SARSFIELD,COMUNA 10
527987,2018-06-30,18,Robo,-34.61441,-58.487677,VILLA SANTA RITA,COMUNA 11
528593,2018-06-30,15,Robo,-34.62405,-58.483552,FLORESTA,COMUNA 10
529310,2018-06-30,20,Robo,-34.610756,-58.48017,VILLA SANTA RITA,COMUNA 11
530324,2018-06-30,15,Robo,-34.613634,-58.474738,VILLA GRAL. MITRE,COMUNA 11
532295,2018-06-30,5,Robo,-34.61541,-58.522938,VILLA DEVOTO,COMUNA 11
533126,2018-06-30,12,Robo,-34.584176,-58.514927,VILLA DEVOTO,COMUNA 11
533270,2018-06-30,21,Robo,-34.596917,-58.513777,VILLA DEVOTO,COMUNA 11
534659,2018-06-30,10,Robo,-34.606039,-58.501031,VILLA DEL PARQUE,COMUNA 11
536429,2018-06-30,0,Robo,-34.54502,-58.485615,SAAVEDRA,COMUNA 12
538364,2018-06-30,22,Robo,-34.57543,-58.502598,VILLA PUEYRREDON,COMUNA 12
538427,2018-06-30,22,Robo,-34.584916,-58.501586,VILLA PUEYRREDON,COMUNA 12
538451,2018-06-30,23,Robo automotor,-34.584321,-58.501316,VILLA PUEYRREDON,COMUNA 12
541241,2018-06-30,23,Robo,-34.581535,-58.483133,PARQUE CHAS,COMUNA 15
541991,2018-06-30,6,Robo,-34.566913,-58.478832,VILLA URQUIZA,COMUNA 12
545297,2018-06-30,23,Robo,-34.567324,-58.449906,BELGRANO,COMUNA 13
545960,2018-06-30,15,Robo,-34.559539,-58.445237,BELGRANO,COMUNA 13
546818,2018-06-30,18,Robo,-34.555306,-58.472172,NUÑEZ,COMUNA 13
547193,2018-06-30,0,Robo,-34.547497,-58.469514,SAAVEDRA,COMUNA 12
547967,2018-06-30,4,Robo automotor,-34.551629,-58.466036,NUÑEZ,COMUNA 13
549431,2018-06-30,22,Robo,-34.5384402,-58.455376,BELGRANO,COMUNA 13
550139,2018-06-30,12,Robo,-34.558979,-58.465065,BELGRANO,COMUNA 13
550580,2018-06-30,18,Robo,-34.559905,-58.46269,BELGRANO,COMUNA 13
550646,2018-06-30,2,Robo,-34.56537,-58.462326,BELGRANO,COMUNA 13
550652,2018-06-30,23,Robo,-34.562487,-58.462298,BELGRANO,COMUNA 13
551108,2018-06-30,19,Robo,-34.573923,-58.459828,COLEGIALES,COMUNA 13
551927,2018-06-30,18,Robo,-34.571999,-58.456052,COLEGIALES,COMUNA 13
552821,2018-06-30,18,Robo,-34.575039,-58.450453,COLEGIALES,COMUNA 13
556205,2018-06-30,8,Robo,-34.585694,-58.42544,PALERMO,COMUNA 14
556298,2018-06-30,20,Robo,-34.578663,-58.425257,PALERMO,COMUNA 14
556301,2018-06-30,17,Robo,-34.578663,-58.425257,PALERMO,COMUNA 14
556772,2018-06-30,17,Robo,-34.590234,-58.423943,PALERMO,COMUNA 14
558284,2018-06-30,16,Robo,-34.588101,-58.419865,PALERMO,COMUNA 14
559268,2018-06-30,21,Robo,-34.581574,-58.416956,PALERMO,COMUNA 14
559667,2018-06-30,21,Robo,-34.589155,-58.415755,PALERMO,COMUNA 14
561695,2018-06-30,23,Robo,-34.569665,-58.445755,COLEGIALES,COMUNA 13
565271,2018-06-30,18,Robo,-34.559185,-58.427472,PALERMO,COMUNA 14
565700,2018-06-30,3,Robo,-34.575797,-58.413164,PALERMO,COMUNA 14
567020,2018-06-30,7,Robo,-34.601271,-58.466419,PATERNAL,COMUNA 15
568388,2018-06-30,19,Robo,-34.585182,-58.453967,CHACARITA,COMUNA 15
569483,2018-06-30,19,Robo,-34.591706,-58.447596,CHACARITA,COMUNA 15
570110,2018-06-30,0,Robo,-34.604384,-58.45647,VILLA CRESPO,COMUNA 15
574943,2018-06-30,10,Robo,-34.589728,-58.491289,AGRONOMIA,COMUNA 15
575723,2018-06-30,12,Robo,-34.581249,-58.474241,VILLA ORTUZAR,COMUNA 15
576926,2018-06-30,19,Robo,-34.597052,-58.38707,RECOLETA,COMUNA 2
577025,2018-06-30,18,Robo,-34.595628,-58.386597,RETIRO,COMUNA 1
577565,2018-06-30,12,Robo,-34.589076,-58.383231,RETIRO,COMUNA 1
578039,2018-06-30,2,Robo,-34.594179,-58.381252,RETIRO,COMUNA 1
578306,2018-06-30,22,Robo,-34.59193,-58.380247,RETIRO,COMUNA 1
578429,2018-06-30,10,Robo,-34.594921,-58.379923,RETIRO,COMUNA 1
579272,2018-06-30,6,Robo,-34.5860055,-58.3770319,RETIRO,COMUNA 1
580382,2018-06-30,22,Robo,-34.590823,-58.373901,RETIRO,COMUNA 1
581945,2018-06-30,0,Robo,-34.60449,-58.39191,SAN NICOLAS,COMUNA 1
582011,2018-06-30,21,Robo,-34.618018,-58.391801,BALVANERA,COMUNA 3
582368,2018-06-30,4,Robo,-34.604449,-58.391309,SAN NICOLAS,COMUNA 1
