#,Fecha,Franja Horaria,Tipo,Latitud,Longitud,Barrio,Comuna
550378,2017-03-31,11,Robo,-34.5970379,-58.3988793,RECOLETA,COMUNA 2
550381,2017-03-31,21,Robo automotor,-34.6368847,-58.3727115,BARRACAS,COMUNA 4
550384,2017-03-31,9,Robo,-34.663852,-58.4741444,VILLA LUGANO,COMUNA 8
550387,2017-03-31,19,Robo automotor,-34.6665918,-58.4724378,VILLA LUGANO,COMUNA 8
550390,2017-03-31,6,Robo,-34.677792,-58.4725551,VILLA LUGANO,COMUNA 8
550393,2017-03-31,8,Robo,-34.6754473,-58.4776253,VILLA LUGANO,COMUNA 8
550396,2017-03-31,13,Robo,-34.6541224,-58.4949526,MATADEROS,COMUNA 9
550399,2017-03-31,18,Robo,-34.6681743,-58.4720198,VILLA LUGANO,COMUNA 8
550402,2017-03-31,20,Robo,-34.6796201,-58.4767372,VILLA LUGANO,COMUNA 8
550405,2017-03-31,19,Robo,-34.6729545,-58.4997437,MATADEROS,COMUNA 9
550408,2017-03-31,22,Robo automotor,-34.6685158,-58.4787691,VILLA LUGANO,COMUNA 8
550411,2017-03-31,6,Robo,-34.6148471,-58.4337312,CABALLITO,COMUNA 6
550414,2017-03-31,19,Robo,-34.6123561,-58.4340721,CABALLITO,COMUNA 6
550417,2017-03-31,21,Robo,-34.5910865,-58.4042357,RECOLETA,COMUNA 2
550420,2017-03-31,0,Robo automotor,-34.6751283,-58.4845676,VILLA LUGANO,COMUNA 8
550423,2017-03-31,22,Robo,-34.6615595,-58.4889363,MATADEROS,COMUNA 9
550426,2017-03-31,0,Robo automotor,-34.6566192,-58.4917722,MATADEROS,COMUNA 9
550429,2017-03-31,21,Robo,-34.5418672,-58.4779165,SAAVEDRA,COMUNA 12
550432,2017-03-31,1,Robo,-34.6000104,-58.4205234,ALMAGRO,COMUNA 5
550435,2017-03-31,19,Robo,-34.6022115,-58.3752759,SAN NICOLAS,COMUNA 1
550438,2017-03-31,21,Robo,-34.6503888,-58.4314242,FLORES,COMUNA 7
550441,2017-03-31,15,Robo,-34.6075794,-58.5139701,VILLA DEVOTO,COMUNA 11
