#,Fecha,Franja Horaria,Tipo,Latitud,Longitud,Barrio,Comuna
193824,2020-05-31,18,Hurto,-34.609967,-58.385926,MONSERRAT,COMUNA 1
194299,2020-05-31,18,Hurto,-34.612466,-58.376213,MONSERRAT,COMUNA 1
194483,2020-05-31,20,Robo,-34.600901,-58.379584,SAN NICOLAS,COMUNA 1
195502,2020-05-31,15,Robo,-34.616169,-58.468814,VILLA GRAL. MITRE,COMUNA 11
195547,2020-05-31,10,Robo,-34.614983,-58.469788,VILLA GRAL. MITRE,COMUNA 11
196761,2020-05-31,15,Hurto,-34.605679,-58.483,VILLA DEL PARQUE,COMUNA 11
197039,2020-05-31,18,Hurto,-34.606008,-58.499286,VILLA DEL PARQUE,COMUNA 11
199317,2020-05-31,12,Hurto,-34.591651,-58.466896,PATERNAL,COMUNA 15
199644,2020-05-31,7,Hurto,-34.600133,-58.468298,PATERNAL,COMUNA 15
199706,2020-05-31,7,Robo,-34.601113,-58.472209,PATERNAL,COMUNA 15
199821,2020-05-31,18,Hurto automotor,-34.599162,-58.458533,PATERNAL,COMUNA 15
201368,2020-05-31,9,Robo,-34.605517,-58.443463,VILLA CRESPO,COMUNA 15
201809,2020-05-31,14,Robo,-34.596801,-58.443065,VILLA CRESPO,COMUNA 15
202120,2020-05-31,8,Robo,-34.60864,-58.436217,CABALLITO,COMUNA 6
203086,2020-05-31,10,Robo,-34.615981,-58.440064,CABALLITO,COMUNA 6
204302,2020-05-31,18,Hurto automotor,-34.629235,-58.469604,FLORES,COMUNA 7
205892,2020-05-31,8,Hurto,-34.625075,-58.487937,FLORESTA,COMUNA 10
206515,2020-05-31,22,Robo,-34.614613,-58.420339,ALMAGRO,COMUNA 5
208682,2020-05-31,7,Robo,-34.648625,-58.395654,BARRACAS,COMUNA 4
209208,2020-05-31,7,Robo,-34.65296,-58.394139,BARRACAS,COMUNA 4
209437,2020-05-31,17,Robo,-34.637542,-58.388872,BARRACAS,COMUNA 4
210368,2020-05-31,2,Hurto,-34.620184,-58.438733,CABALLITO,COMUNA 6
211360,2020-05-31,8,Robo,-34.562824,-58.461588,BELGRANO,COMUNA 13
212180,2020-05-31,16,Robo,-34.565001,-58.464063,BELGRANO,COMUNA 13
213222,2020-05-31,15,Robo,-34.593539,-58.431223,VILLA CRESPO,COMUNA 15
213533,2020-05-31,1,Robo,-34.583477,-58.415259,PALERMO,COMUNA 14
214403,2020-05-31,0,Robo,-34.592466,-58.432666,PALERMO,COMUNA 14
214623,2020-05-31,19,Robo,-34.592971,-58.42806,PALERMO,COMUNA 14
215092,2020-05-31,12,Robo,-34.579274,-58.434614,PALERMO,COMUNA 14
215893,2020-05-31,19,Robo,-34.574018,-58.43772,PALERMO,COMUNA 14
215962,2020-05-31,15,Robo,-34.567305,-58.433165,PALERMO,COMUNA 14
215969,2020-05-31,0,Hurto,-34.567232,-58.433103,PALERMO,COMUNA 14
216210,2020-05-31,16,Hurto,-34.576921,-58.436459,PALERMO,COMUNA 14
216462,2020-05-31,10,Robo,-34.563896,-58.440605,PALERMO,COMUNA 14
218347,2020-05-31,19,Robo,-34.645252,-58.504631,LINIERS,COMUNA 9
219535,2020-05-31,10,Robo,-34.643601,-58.492836,VILLA LURO,COMUNA 10
221927,2020-05-31,20,Robo,-34.55544,-58.468015,NUÑEZ,COMUNA 13
223691,2020-05-31,9,Robo,-34.661076,-58.485452,MATADEROS,COMUNA 9
223847,2020-05-31,14,Hurto automotor,-34.652092,-58.505207,MATADEROS,COMUNA 9
223848,2020-05-31,16,Hurto,-34.652731,-58.504501,MATADEROS,COMUNA 9
224065,2020-05-31,23,Hurto,-34.659161,-58.509053,MATADEROS,COMUNA 9
224181,2020-05-31,20,Robo,-34.652261,-58.498995,MATADEROS,COMUNA 9
224257,2020-05-31,17,Hurto,-34.672472,-58.500872,MATADEROS,COMUNA 9
