#,Fecha,Franja Horaria,Tipo,Latitud,Longitud,Barrio,Comuna
192241,2020-04-30,8,Hurto,-34.617916,-58.389131,MONSERRAT,COMUNA 1
192656,2020-04-30,21,Robo,-34.616736,-58.391578,MONSERRAT,COMUNA 1
193199,2020-04-30,20,Hurto,-34.609285,-58.384826,MONSERRAT,COMUNA 1
193264,2020-04-30,9,Hurto,-34.602912,-58.388976,SAN NICOLAS,COMUNA 1
193478,2020-04-30,11,Hurto,-34.616409,-58.391775,BALVANERA,COMUNA 3
195032,2020-04-30,11,Robo,-34.609089,-58.373509,MONSERRAT,COMUNA 1
196297,2020-04-30,13,Hurto,-34.613097,-58.481914,VILLA SANTA RITA,COMUNA 11
196870,2020-04-30,9,Hurto,-34.588334,-58.51609,VILLA DEVOTO,COMUNA 11
198078,2020-04-30,11,Hurto,-34.585397,-58.514617,VILLA DEVOTO,COMUNA 11
198390,2020-04-30,13,Hurto,-34.585488,-58.482747,PARQUE CHAS,COMUNA 15
198973,2020-04-30,6,Robo,-34.588873,-58.450997,CHACARITA,COMUNA 15
198974,2020-04-30,14,Hurto,-34.587272,-58.452188,CHACARITA,COMUNA 15
199611,2020-04-30,19,Robo,-34.585182,-58.453967,CHACARITA,COMUNA 15
200833,2020-04-30,11,Robo,-34.599878,-58.453957,VILLA CRESPO,COMUNA 15
202913,2020-04-30,20,Robo,-34.608797,-58.438708,CABALLITO,COMUNA 6
203156,2020-04-30,13,Hurto,-34.610798,-58.439303,CABALLITO,COMUNA 6
204341,2020-04-30,3,Robo,-34.626349,-58.459173,FLORES,COMUNA 7
205471,2020-04-30,20,Hurto,-34.631749,-58.499019,VELEZ SARSFIELD,COMUNA 10
205988,2020-04-30,19,Robo,-34.623964,-58.494925,FLORESTA,COMUNA 10
206478,2020-04-30,19,Robo,-34.608538,-58.41749,ALMAGRO,COMUNA 5
208883,2020-04-30,15,Robo,-34.647806,-58.392558,BARRACAS,COMUNA 4
209031,2020-04-30,6,Hurto,-34.654819,-58.398481,BARRACAS,COMUNA 4
209123,2020-04-30,13,Robo,-34.654819,-58.398481,BARRACAS,COMUNA 4
