#,Fecha,Franja Horaria,Tipo,Latitud,Longitud,Barrio,Comuna
192132,2020-01-31,23,Hurto,-34.60391,-58.38514,SAN NICOLAS,COMUNA 1
192367,2020-01-31,4,Robo,-34.645787,-58.490761,PARQUE AVELLANEDA,COMUNA 9
192696,2020-01-31,4,Hurto,-34.607686,-58.387037,SAN NICOLAS,COMUNA 1
192761,2020-01-31,16,Hurto,-34.607895,-58.39003,SAN NICOLAS,COMUNA 1
192929,2020-01-31,17,Hurto,-34.605184,-58.392159,SAN NICOLAS,COMUNA 1
192977,2020-01-31,6,Robo,-34.646463,-58.491748,PARQUE AVELLANEDA,COMUNA 9
193071,2020-01-31,8,Robo,-34.613534,-58.387521,MONSERRAT,COMUNA 1
193161,2020-01-31,15,Hurto,-34.610485,-58.38193,MONSERRAT,COMUNA 1
193166,2020-01-31,13,Hurto,-34.609038,-58.381153,MONSERRAT,COMUNA 1
193292,2020-01-31,21,Robo,-34.600732,-58.389164,SAN NICOLAS,COMUNA 1
193427,2020-01-31,21,Robo,-34.604101,-58.387909,SAN NICOLAS,COMUNA 1
193434,2020-01-31,23,Hurto,-34.60437,-58.387862,SAN NICOLAS,COMUNA 1
193970,2020-01-31,9,Robo,-34.613905,-58.376099,MONSERRAT,COMUNA 1
194141,2020-01-31,14,Hurto,-34.610189,-58.369835,MONSERRAT,COMUNA 1
194190,2020-01-31,14,Hurto,-34.60502,-58.376531,SAN NICOLAS,COMUNA 1
194287,2020-01-31,20,Robo,-34.59939,-58.369466,SAN NICOLAS,COMUNA 1
194449,2020-01-31,19,Robo,-34.611564,-58.376213,MONSERRAT,COMUNA 1
194645,2020-01-31,15,Hurto,-34.603371,-58.380946,SAN NICOLAS,COMUNA 1
194656,2020-01-31,20,Hurto,-34.600454,-58.375365,SAN NICOLAS,COMUNA 1
194737,2020-01-31,8,Robo,-34.613644,-58.371749,MONSERRAT,COMUNA 1
194759,2020-01-31,20,Hurto,-34.600454,-58.375365,SAN NICOLAS,COMUNA 1
195049,2020-01-31,14,Hurto,-34.608639,-58.374242,MONSERRAT,COMUNA 1
195136,2020-01-31,8,Robo,-34.603386,-58.373883,SAN NICOLAS,COMUNA 1
195229,2020-01-31,22,Robo,-34.604244,-58.380578,SAN NICOLAS,COMUNA 1
195362,2020-01-31,13,Robo,-34.612206,-58.368956,MONSERRAT,COMUNA 1
195368,2020-01-31,17,Robo,-34.612229,-58.36929,MONSERRAT,COMUNA 1
195369,2020-01-31,17,Robo,-34.612229,-58.36929,MONSERRAT,COMUNA 1
195535,2020-01-31,9,Hurto automotor,-34.614495,-58.470937,VILLA GRAL. MITRE,COMUNA 11
195815,2020-01-31,14,Robo,-34.618286,-58.479574,VILLA SANTA RITA,COMUNA 11
196438,2020-01-31,9,Hurto,-34.61156,-58.493381,VILLA DEL PARQUE,COMUNA 11
196611,2020-01-31,3,Robo,-34.605628,-58.469998,VILLA GRAL. MITRE,COMUNA 11
196729,2020-01-31,10,Robo,-34.61024,-58.483032,VILLA SANTA RITA,COMUNA 11
196757,2020-01-31,13,Hurto,-34.607282,-58.483621,VILLA DEL PARQUE,COMUNA 11
197490,2020-01-31,18,Hurto,-34.598565,-58.485476,VILLA DEL PARQUE,COMUNA 11
197690,2020-01-31,16,Robo,-34.600827,-58.48827,VILLA DEL PARQUE,COMUNA 11
197890,2020-01-31,9,Hurto,-34.598103,-58.51003,VILLA DEVOTO,COMUNA 11
198495,2020-01-31,19,Robo automotor,-34.599088,-58.480332,VILLA DEL PARQUE,COMUNA 11
198601,2020-01-31,19,Hurto,-34.585156,-58.470522,VILLA ORTUZAR,COMUNA 15
198732,2020-01-31,14,Robo,-34.596645,-58.496893,AGRONOMIA,COMUNA 15
199017,2020-01-31,21,Robo,-34.58744,-58.453898,CHACARITA,COMUNA 15
199362,2020-01-31,14,Robo,-34.584446,-58.454634,CHACARITA,COMUNA 15
199566,2020-01-31,20,Hurto automotor,-34.602861,-58.461138,PATERNAL,COMUNA 15
199777,2020-01-31,6,Hurto,-34.597919,-58.466059,PATERNAL,COMUNA 15
199787,2020-01-31,4,Robo,-34.594385,-58.453903,CHACARITA,COMUNA 15
199997,2020-01-31,7,Hurto,-34.584492,-58.495325,VILLA PUEYRREDON,COMUNA 12
200350,2020-01-31,10,Hurto,-34.586119,-58.501747,VILLA PUEYRREDON,COMUNA 12
200492,2020-01-31,20,Robo,-34.598895,-58.439851,VILLA CRESPO,COMUNA 15
200810,2020-01-31,15,Robo,-34.597254,-58.449438,VILLA CRESPO,COMUNA 15
200821,2020-01-31,17,Hurto,-34.599773,-58.454609,VILLA CRESPO,COMUNA 15
201069,2020-01-31,7,Robo,-34.607016,-58.448984,CABALLITO,COMUNA 6
201233,2020-01-31,11,Hurto,-34.599187,-58.437868,VILLA CRESPO,COMUNA 15
202057,2020-01-31,5,Robo,-34.617461,-58.442771,CABALLITO,COMUNA 6
202182,2020-01-31,3,Robo,-34.614708,-58.447006,CABALLITO,COMUNA 6
202224,2020-01-31,22,Robo,-34.615995,-58.445923,CABALLITO,COMUNA 6
202399,2020-01-31,19,Hurto,-34.608808,-58.430915,CABALLITO,COMUNA 6
202908,2020-01-31,7,Hurto,-34.608874,-58.437889,CABALLITO,COMUNA 6
