#,Fecha,Franja Horaria,Tipo,Latitud,Longitud,Barrio,Comuna
192090,2020-10-31,10,Robo,-34.641899,-58.480738,PARQUE AVELLANEDA,COMUNA 9
192213,2020-10-31,7,Robo,-34.617995,-58.388971,MONSERRAT,COMUNA 1
192662,2020-10-31,16,Robo,-34.616877,-58.391682,BALVANERA,COMUNA 3
192752,2020-10-31,12,Robo,-34.607755,-58.388871,SAN NICOLAS,COMUNA 1
192910,2020-10-31,12,Hurto,-34.604434,-58.392293,BALVANERA,COMUNA 3
193728,2020-10-31,17,Hurto,-34.612463,-58.388948,MONSERRAT,COMUNA 1
196224,2020-10-31,8,Hurto,-34.61359,-58.475997,VILLA GRAL. MITRE,COMUNA 11
196262,2020-10-31,3,Robo,-34.604712,-58.481413,VILLA DEL PARQUE,COMUNA 11
197061,2020-10-31,18,Robo,-34.611503,-58.521139,VILLA DEVOTO,COMUNA 11
197234,2020-10-31,1,Hurto,-34.607485,-58.514251,VILLA DEVOTO,COMUNA 11
197594,2020-10-31,23,Robo,-34.601659,-58.510768,VILLA DEVOTO,COMUNA 11
197776,2020-10-31,2,Robo,-34.603732,-58.495472,VILLA DEL PARQUE,COMUNA 11
198471,2020-10-31,12,Hurto,-34.595429,-58.500316,AGRONOMIA,COMUNA 15
199563,2020-10-31,20,Hurto,-34.603049,-58.463705,PATERNAL,COMUNA 15
199647,2020-10-31,0,Robo,-34.599536,-58.468134,PATERNAL,COMUNA 15
200321,2020-10-31,16,Hurto,-34.586373,-58.501896,VILLA PUEYRREDON,COMUNA 12
200593,2020-10-31,17,Robo,-34.606621,-58.442677,CABALLITO,COMUNA 6
200638,2020-10-31,11,Hurto,-34.602397,-58.438403,VILLA CRESPO,COMUNA 15
201942,2020-10-31,20,Robo,-34.597432,-58.428991,VILLA CRESPO,COMUNA 15
202777,2020-10-31,0:00,Robo,-34.616092,-58.43778,CABALLITO,COMUNA 6
202851,2020-10-31,22,Robo,-34.618173,-58.455912,CABALLITO,COMUNA 6
203333,2020-10-31,11,Hurto,-34.630008,-58.46691,FLORES,COMUNA 7
203362,2020-10-31,20,Robo,-34.625705,-58.465664,FLORES,COMUNA 7
203652,2020-10-31,18,Robo,-34.626437,-58.471603,FLORES,COMUNA 7
203775,2020-10-31,14,Hurto,-34.630705,-58.469639,FLORES,COMUNA 7
203957,2020-10-31,20,Robo,-34.618475,-58.46151,FLORES,COMUNA 7
204032,2020-10-31,5,Robo,-34.633019,-58.465508,FLORES,COMUNA 7
204239,2020-10-31,12,Hurto,-34.628499,-58.474989,FLORES,COMUNA 7
204316,2020-10-31,12,Hurto,-34.62892,-58.470438,FLORES,COMUNA 7
204392,2020-10-31,12,Robo,-34.621782,-58.468511,FLORES,COMUNA 7
204535,2020-10-31,21,Robo,-34.63256,-58.457719,FLORES,COMUNA 7
204568,2020-10-31,6,Robo,-34.625814,-58.454731,FLORES,COMUNA 7
204949,2020-10-31,16,Robo,-34.631623,-58.455049,FLORES,COMUNA 7
205423,2020-10-31,17,Hurto,-34.627928,-58.49096,VELEZ SARSFIELD,COMUNA 10
205454,2020-10-31,14,Robo,-34.627988,-58.490688,VELEZ SARSFIELD,COMUNA 10
206006,2020-10-31,13,Robo,-34.623673,-58.494653,FLORESTA,COMUNA 10
206273,2020-10-31,10,Hurto,-34.610198,-58.417313,ALMAGRO,COMUNA 5
206376,2020-10-31,22,Hurto,-34.598631,-58.421883,ALMAGRO,COMUNA 5
206531,2020-10-31,18,Robo,-34.598278,-58.416085,ALMAGRO,COMUNA 5
208285,2020-10-31,10,Hurto,-34.655563,-58.375878,BARRACAS,COMUNA 4
209410,2020-10-31,21,Robo,-34.63479,-58.38798,BARRACAS,COMUNA 4
209906,2020-10-31,8,Robo,-34.625013,-58.449656,CABALLITO,COMUNA 6
210497,2020-10-31,7,Robo,-34.630324,-58.4489,PARQUE CHACABUCO,COMUNA 7
211437,2020-10-31,17,Robo,-34.565221,-58.454936,BELGRANO,COMUNA 13
211763,2020-10-31,17,Robo,-34.568806,-58.465739,BELGRANO,COMUNA 13
211948,2020-10-31,10,Hurto,-34.569231,-58.451963,COLEGIALES,COMUNA 13
211963,2020-10-31,18,Hurto,-34.563217,-58.456057,BELGRANO,COMUNA 13
212123,2020-10-31,7,Robo,-34.577797,-58.460106,COLEGIALES,COMUNA 13
212146,2020-10-31,23,Robo,-34.576061,-58.456718,COLEGIALES,COMUNA 13
212548,2020-10-31,20,Robo,-34.573018,-58.459318,COLEGIALES,COMUNA 13
212683,2020-10-31,8,Robo,-34.582653,-58.426196,PALERMO,COMUNA 14
212686,2020-10-31,6,Robo,-34.583013,-58.426398,PALERMO,COMUNA 14
