#,Fecha,Franja Horaria,Tipo,Latitud,Longitud,Barrio,Comuna
500946,2016-03-31,16,Robo,-34.622755527,-58.5302431979999,VILLA REAL,COMUNA 10
501039,2016-03-31,1,Robo,-34.6383292369999,-58.528369905,LINIERS,COMUNA 9
501258,2016-03-31,17,Robo automotor,-34.637584073,-58.523229332,LINIERS,COMUNA 9
501339,2016-03-31,21,Robo automotor,-34.658041791,-58.52097701,MATADEROS,COMUNA 9
505317,2016-03-31,22,Robo automotor,-34.661591707,-58.518030019,MATADEROS,COMUNA 9
505476,2016-03-31,10,Robo,-34.631595631,-58.513735572,VERSALLES,COMUNA 10
508419,2016-03-31,22,Robo,-34.6532918459999,-58.5113745159999,MATADEROS,COMUNA 9
508428,2016-03-31,21,Robo,-34.619483886,-58.5112508619999,MONTE CASTRO,COMUNA 10
508500,2016-03-31,18,Robo automotor,-34.653633027,-58.509855742,MATADEROS,COMUNA 9
508716,2016-03-31,11,Robo,-34.609494018,-58.5063098909999,VILLA DEVOTO,COMUNA 11
508851,2016-03-31,12,Robo,-34.6075574459999,-58.505076656,VILLA DEVOTO,COMUNA 11
512076,2016-03-31,23,Robo automotor,-34.666902084,-58.5044999369999,MATADEROS,COMUNA 9
513969,2016-03-31,15,Robo,-34.601520856,-58.501193701,VILLA DEL PARQUE,COMUNA 11
514059,2016-03-31,15,Robo automotor,-34.6645357269999,-58.499907487,MATADEROS,COMUNA 9
516879,2016-03-31,22,Robo,-34.63900646,-58.496732048,VILLA LURO,COMUNA 10
516930,2016-03-31,5,Robo,-34.67833473,-58.495910566,VILLA LUGANO,COMUNA 8
516999,2016-03-31,20,Robo,-34.636214388,-58.4948277249999,VILLA LURO,COMUNA 10
517122,2016-03-31,18,Robo,-34.6486907,-58.4939706439999,MATADEROS,COMUNA 9
519987,2016-03-31,12,Robo,-34.588218463,-58.493343469,AGRONOMIA,COMUNA 15
520020,2016-03-31,0,Robo,-34.6295719579999,-58.493092378,VELEZ SARSFIELD,COMUNA 10
520131,2016-03-31,8,Robo,-34.6709092679999,-58.491514426,VILLA LUGANO,COMUNA 8
520185,2016-03-31,18,Robo,-34.66569049,-58.4907612929999,VILLA LUGANO,COMUNA 8
520221,2016-03-31,13,Robo,-34.66569872,-58.490461755,VILLA LUGANO,COMUNA 8
520251,2016-03-31,11,Robo,-34.608782462,-58.489849955,VILLA DEL PARQUE,COMUNA 11
520386,2016-03-31,17,Robo,-34.6094260529999,-58.488373762,VILLA DEL PARQUE,COMUNA 11
526182,2016-03-31,16,Robo,-34.5622328119999,-58.4854345689999,VILLA URQUIZA,COMUNA 12
529806,2016-03-31,23,Robo,-34.599849981,-58.4836702929999,VILLA DEL PARQUE,COMUNA 11
529866,2016-03-31,12,Robo,-34.659832626,-58.4828649249999,MATADEROS,COMUNA 9
530208,2016-03-31,20,Robo,-34.6546369709999,-58.479122345,PARQUE AVELLANEDA,COMUNA 9
535743,2016-03-31,6,Robo,-34.660724103,-58.47822991,VILLA LUGANO,COMUNA 8
535755,2016-03-31,15,Robo,-34.575440317,-58.4780455,VILLA URQUIZA,COMUNA 12
535785,2016-03-31,10,Robo,-34.5981400749999,-58.4777788869999,PATERNAL,COMUNA 15
535806,2016-03-31,17,Robo,-34.586621395,-58.477636559,PARQUE CHAS,COMUNA 15
535836,2016-03-31,23,Robo,-34.652270051,-58.477277508,PARQUE AVELLANEDA,COMUNA 9
536103,2016-03-31,10,Robo,-34.578694164,-58.4742620819999,VILLA ORTUZAR,COMUNA 15
536187,2016-03-31,11,Robo,-34.544608636,-58.4734726729999,SAAVEDRA,COMUNA 12
540789,2016-03-31,18,Robo automotor,-34.679368344,-58.47270028,VILLA LUGANO,COMUNA 8
540810,2016-03-31,7,Robo,-34.63761842,-58.472477904,PARQUE AVELLANEDA,COMUNA 9
540900,2016-03-31,15,Robo,-34.5536316989999,-58.4712853729999,NUÑEZ,COMUNA 13
540978,2016-03-31,7,Robo,-34.584081504,-58.4706167699999,VILLA ORTUZAR,COMUNA 15
545496,2016-03-31,5,Robo,-34.673132563,-58.4690800669999,VILLA LUGANO,COMUNA 8
545628,2016-03-31,8,Robo,-34.6350959709999,-58.468056347,FLORES,COMUNA 7
545634,2016-03-31,22,Robo,-34.628280167,-58.468021726,FLORES,COMUNA 7
546075,2016-03-31,2,Robo,-34.628787678,-58.4646717689999,FLORES,COMUNA 7
546084,2016-03-31,21,Robo,-34.628787678,-58.4646717689999,FLORES,COMUNA 7
551745,2016-03-31,0,Robo automotor,-34.646130316,-58.461535867,FLORES,COMUNA 7
556389,2016-03-31,16,Robo,-34.5606676959999,-58.458101416,BELGRANO,COMUNA 13
556413,2016-03-31,13,Robo,-34.5463154079999,-58.45789225,NUÑEZ,COMUNA 13
559116,2016-03-31,8,Robo,-34.5420286209999,-58.455862708,NUÑEZ,COMUNA 13
559158,2016-03-31,23,Robo,-34.563526039,-58.4556571269999,BELGRANO,COMUNA 13
562572,2016-03-31,9,Robo,-34.570724056,-58.453555007,COLEGIALES,COMUNA 13
562677,2016-03-31,12,Robo,-34.624439461,-58.452610374,CABALLITO,COMUNA 6
562698,2016-03-31,11,Robo,-34.64537246,-58.452314104,FLORES,COMUNA 7
562770,2016-03-31,16,Robo,-34.609563607,-58.4515114439999,CABALLITO,COMUNA 6
566544,2016-03-31,3,Robo automotor,-34.631762437,-58.4500236759999,PARQUE CHACABUCO,COMUNA 7
566697,2016-03-31,18,Robo,-34.6325733959999,-58.44870463,PARQUE CHACABUCO,COMUNA 7
566700,2016-03-31,21,Robo,-34.622916808,-58.448702763,CABALLITO,COMUNA 6
569532,2016-03-31,8,Robo,-34.6345051399999,-58.448094532,PARQUE CHACABUCO,COMUNA 7
569685,2016-03-31,8,Robo,-34.662878178,-58.4468613569999,VILLA SOLDATI,COMUNA 8
569763,2016-03-31,16,Robo,-34.644052245,-58.446717346,FLORES,COMUNA 7
569826,2016-03-31,17,Robo,-34.62386243,-58.446204869,CABALLITO,COMUNA 6
570108,2016-03-31,7,Robo,-34.570895989,-58.444966617,COLEGIALES,COMUNA 13
574068,2016-03-31,5,Robo,-34.6458408669999,-58.4443382389999,FLORES,COMUNA 7
574134,2016-03-31,14,Robo,-34.595050917,-58.444078724,VILLA CRESPO,COMUNA 15
574152,2016-03-31,6,Robo,-34.6648136979999,-58.443921546,VILLA SOLDATI,COMUNA 8
574197,2016-03-31,20,Robo,-34.664501371,-58.4437190309999,VILLA SOLDATI,COMUNA 8
577068,2016-03-31,1,Robo,-34.6307947339999,-58.443004249,PARQUE CHACABUCO,COMUNA 7
577128,2016-03-31,8,Robo,-34.656302099,-58.4425032469999,VILLA SOLDATI,COMUNA 8
577245,2016-03-31,1,Robo,-34.621423937,-58.441639924,CABALLITO,COMUNA 6
580917,2016-03-31,20,Robo,-34.59873313,-58.4401893789999,VILLA CRESPO,COMUNA 15
581967,2016-03-31,12,Robo,-34.644002448,-58.439337729,PARQUE CHACABUCO,COMUNA 7
